,P_HIT_CN,G_ID,G_DAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN
385,7,385,2020-09-10,LT,SS,0,B,50,45,12,13,21,3,0,2,0,0,0,0,5,0.0,0,6,0,0,29,0.36842105299999994,19
386,0,386,2020-09-10,Hero,LG,0,T,36,32,1,1,6,1,0,1,0,0,1,0,3,0.0,0,7,0,0,16,0.0,8
387,5,387,2020-09-11,NC,KT,0,B,40,37,8,9,13,4,0,3,2,0,0,0,3,0.0,0,7,0,0,13,0.384615385,13
388,8,388,2020-09-11,LT,SS,0,B,45,37,12,12,14,2,0,1,0,0,0,0,8,0.0,0,8,1,1,23,0.470588235,17
389,5,389,2020-09-11,Hero,LG,0,T,41,38,8,8,13,3,1,0,1,0,1,0,0,0.0,2,4,1,1,17,0.41666666700000005,12
390,1,390,2020-09-11,SK,HH,0,T,36,33,3,4,8,3,0,0,0,0,1,1,2,0.0,0,5,0,0,19,0.125,8
391,1,391,2020-09-11,LG,WO,0,B,38,33,2,2,8,1,0,0,1,0,2,2,3,0.0,0,11,0,0,16,0.2,5
392,0,392,2020-09-11,SS,LT,0,T,38,36,4,4,8,0,0,2,0,0,1,1,1,0.0,0,9,0,0,13,0.0,5
393,0,393,2020-09-11,KT,NC,0,T,38,31,1,1,6,0,1,1,0,0,1,0,5,0.0,1,10,1,1,22,0.0,7
394,1,394,2020-09-11,HH,SK,0,B,38,34,3,3,6,1,0,0,0,0,0,0,4,0.0,0,12,1,1,19,0.125,8
395,0,395,2020-09-12,LG,SS,0,B,30,29,1,1,2,0,0,1,1,0,0,0,1,0.0,0,6,0,0,2,0.0,1
396,5,396,2020-09-12,HT,NC,0,T,48,40,10,11,14,5,0,2,0,0,0,0,6,0.0,2,2,0,0,19,0.35714285700000004,14
397,2,397,2020-09-12,Hero,OB,0,B,36,31,2,2,9,2,0,0,0,0,1,0,3,0.0,1,6,0,0,18,0.25,8
398,4,398,2020-09-12,KT,HH,0,B,38,31,5,5,9,1,0,0,3,0,1,1,5,0.0,1,3,0,0,20,0.28571428600000004,14
399,1,399,2020-09-12,NC,HT,0,B,35,32,3,3,6,1,0,1,1,0,0,0,3,0.0,0,7,0,0,10,0.166666667,6
400,1,400,2020-09-12,SS,LG,0,T,36,32,5,5,7,0,1,2,1,0,0,0,4,0.0,0,8,1,1,7,0.25,4
401,1,401,2020-09-12,SK,LT,0,B,32,29,1,2,5,1,0,0,0,0,0,0,3,0.0,0,2,1,1,12,0.166666667,6
402,1,402,2020-09-12,HH,KT,0,T,36,35,2,2,7,0,0,0,1,0,0,0,1,0.0,0,10,0,0,14,0.2,5
403,0,403,2020-09-12,LT,SK,0,T,36,30,1,1,6,0,0,0,0,0,1,1,5,0.0,0,6,1,1,15,0.0,6
404,0,404,2020-09-12,OB,WO,0,T,31,29,0,0,4,1,0,0,0,0,0,0,2,0.0,0,8,2,2,10,0.0,4
405,2,405,2020-09-13,OB,WO,0,T,56,48,6,6,15,2,0,0,0,0,1,1,7,0.0,0,7,0,0,29,0.166666667,12
406,0,406,2020-09-13,LG,SS,0,B,32,31,0,0,4,1,0,0,0,0,0,0,1,0.0,0,10,0,0,8,0.0,2
407,5,407,2020-09-13,SS,LG,0,T,51,42,9,11,18,1,1,1,2,0,4,2,5,0.0,0,5,0,0,22,0.3125,16
408,2,408,2020-09-13,KT,HH,0,B,39,33,5,5,12,1,0,0,0,0,3,2,3,0.0,0,11,2,2,17,0.25,8
409,3,409,2020-09-13,HT,NC,0,T,38,33,4,4,10,1,0,0,0,0,2,1,3,0.0,0,5,1,1,14,0.5,6
410,0,410,2020-09-13,SK,LT,0,B,29,27,3,3,4,0,0,2,1,0,0,0,1,0.0,1,5,1,1,4,0.0,2
411,1,411,2020-09-13,NC,HT,0,B,41,32,3,3,8,0,0,0,3,0,3,1,4,0.0,2,6,0,0,21,0.090909091,11
412,3,412,2020-09-13,HH,KT,0,T,39,30,4,4,6,1,0,0,2,0,2,1,5,0.0,2,6,0,0,13,0.333333333,9
413,0,413,2020-09-13,LT,SK,0,T,36,29,1,1,5,0,0,0,0,0,1,1,5,0.0,1,1,2,2,15,0.0,4
414,5,414,2020-09-13,Hero,OB,0,B,60,49,6,6,13,1,0,0,2,0,0,0,10,1.0,1,15,0,0,36,0.27777777800000003,18
415,2,415,2020-09-15,Hero,LT,0,B,46,38,5,5,11,1,0,0,0,0,0,0,7,0.0,1,7,1,1,30,0.117647059,17
416,8,416,2020-09-15,SK,HT,0,T,52,40,16,16,17,1,0,2,3,0,2,1,9,0.0,1,5,3,3,30,0.4,20
417,3,417,2020-09-15,SS,KT,0,T,42,37,7,7,14,1,0,1,0,0,1,0,4,1.0,0,1,2,2,19,0.3,10
418,4,418,2020-09-15,LT,WO,0,T,39,33,8,8,10,3,0,1,0,0,0,0,5,0.0,0,3,2,2,12,0.363636364,11
419,0,419,2020-09-15,HT,SK,0,B,34,29,1,1,5,0,0,0,0,0,0,0,5,0.0,0,4,3,3,16,0.0,5
420,0,420,2020-09-15,NC,OB,0,T,37,33,2,3,6,1,1,0,2,0,0,0,3,0.0,1,5,0,0,19,0.0,5
421,2,421,2020-09-15,LG,HH,0,T,42,39,4,5,8,2,0,1,3,0,0,0,3,0.0,0,14,0,0,20,0.166666667,12
422,2,422,2020-09-15,HH,LG,0,B,45,38,6,6,11,1,0,0,0,0,0,0,5,0.0,2,10,2,2,17,0.28571428600000004,7
423,4,423,2020-09-15,OB,NC,0,B,35,30,6,7,8,3,0,0,0,0,1,0,2,0.0,2,3,0,0,9,0.444444444,9
424,0,424,2020-09-15,KT,SS,0,B,38,36,0,0,8,1,0,0,0,0,0,0,2,0.0,0,11,1,1,18,0.0,6
425,2,425,2020-09-16,OB,NC,0,B,33,32,3,3,7,1,0,0,0,0,0,0,0,0.0,1,6,1,1,9,0.666666667,3
426,7,426,2020-09-16,LG,HH,0,T,46,40,9,11,15,8,0,0,0,0,0,0,6,0.0,0,5,2,2,18,0.5,14
427,8,427,2020-09-16,KT,SS,0,B,46,43,11,11,19,4,0,1,0,0,0,0,2,0.0,1,8,0,0,20,0.42105263200000004,19
428,8,428,2020-09-16,LT,WO,0,T,44,39,8,8,14,4,0,0,0,0,1,1,4,0.0,0,6,1,1,17,0.5,16
429,4,429,2020-09-16,SK,HT,0,T,45,37,6,7,11,4,0,0,0,0,0,0,8,1.0,0,5,1,1,26,0.26666666699999997,15
430,2,430,2020-09-16,NC,OB,0,T,39,34,4,5,8,1,0,2,2,0,1,0,4,0.0,0,10,0,0,15,0.2,10
431,4,431,2020-09-16,SS,KT,0,T,45,39,4,6,14,1,0,0,0,0,0,0,6,0.0,0,4,1,1,31,0.25,16
432,3,432,2020-09-16,HT,SK,0,B,41,33,6,6,10,1,0,1,0,0,2,1,4,0.0,2,6,1,1,18,0.375,8
433,2,433,2020-09-16,HH,LG,0,B,39,35,5,5,9,0,1,2,0,0,0,0,3,0.0,1,11,1,1,17,0.2,10
434,0,434,2020-09-16,Hero,LT,0,B,37,32,1,2,4,1,0,0,1,0,0,0,4,0.0,1,12,0,0,16,0.0,6
435,5,435,2020-09-17,HT,SS,0,T,44,40,11,12,16,4,0,3,0,0,1,1,3,0.0,0,6,1,1,18,0.3125,16
436,2,436,2020-09-17,KT,OB,0,B,35,31,3,3,9,1,1,0,3,0,1,0,3,1.0,0,8,0,0,19,0.166666667,12
437,1,437,2020-09-17,NC,SK,0,T,38,34,3,3,9,1,0,2,1,0,1,0,3,1.0,0,6,1,1,14,0.25,4
438,3,438,2020-09-17,LG,LT,0,B,39,34,9,9,8,0,0,2,1,0,1,0,4,0.0,0,6,0,0,13,0.375,8
439,2,439,2020-09-17,Hero,HH,0,B,35,26,5,5,4,2,0,0,0,0,1,1,8,0.0,0,9,1,1,15,0.25,8
440,2,440,2020-09-17,LT,LG,0,T,34,34,1,1,8,2,0,0,0,0,0,0,0,0.0,0,5,2,2,18,0.222222222,9
441,1,441,2020-09-17,SS,HT,0,B,37,33,2,2,7,0,0,0,0,0,1,1,3,0.0,0,11,0,0,15,0.166666667,6
442,0,442,2020-09-17,OB,KT,0,T,33,33,0,0,6,0,0,0,0,0,0,0,0,0.0,0,5,2,2,11,0.0,6
443,0,443,2020-09-17,SK,NC,0,B,33,30,0,0,4,0,0,0,1,0,1,0,1,0.0,1,11,0,0,11,0.0,5
444,1,444,2020-09-17,HH,WO,0,T,32,29,2,2,3,0,0,0,0,0,1,1,1,0.0,1,13,0,0,5,0.333333333,3
445,1,445,2020-09-18,SK,NC,0,B,37,31,5,5,8,2,0,3,0,0,0,0,6,0.0,0,4,1,1,14,0.333333333,3
446,2,446,2020-09-18,LG,LT,0,B,38,34,3,3,7,1,0,1,1,0,0,0,4,0.0,0,6,0,0,11,0.4,5
447,7,447,2020-09-18,HT,SS,0,T,49,39,13,13,15,2,0,2,0,0,2,1,5,0.0,3,4,1,1,20,0.5,14
448,2,448,2020-09-18,KT,OB,0,B,46,40,5,5,11,1,0,2,0,0,1,0,4,1.0,1,11,1,1,18,0.222222222,9
449,4,449,2020-09-18,NC,SK,0,T,40,31,9,9,8,0,1,1,1,0,2,0,5,0.0,2,6,0,0,14,0.307692308,13
450,2,450,2020-09-18,HH,WO,0,T,37,36,2,2,8,1,0,0,0,0,0,0,0,0.0,1,10,0,0,20,0.25,8
451,2,451,2020-09-18,SS,HT,0,B,40,35,4,5,9,2,0,0,0,0,1,1,4,0.0,0,9,0,0,21,0.181818182,11
452,0,452,2020-09-18,Hero,HH,0,B,34,31,0,0,4,2,0,0,1,0,0,0,3,0.0,0,9,0,0,11,0.0,6
453,2,453,2020-09-18,OB,KT,0,B,45,41,4,4,11,1,0,1,0,0,2,1,2,0.0,0,4,1,1,14,0.25,8
454,3,454,2020-09-18,LT,LG,0,T,40,36,5,5,8,1,0,0,3,0,0,0,4,0.0,0,8,1,1,19,0.25,12
455,3,455,2020-09-19,LG,OB,0,T,47,40,9,9,18,1,0,2,2,0,3,2,3,0.0,1,6,2,2,19,0.272727273,11
456,0,456,2020-09-19,HH,HT,0,T,31,31,0,0,5,0,0,0,0,0,0,0,0,0.0,0,11,0,0,6,0.0,2
457,1,457,2020-09-19,OB,LG,0,B,39,36,6,6,10,2,0,2,0,0,0,0,3,0.0,0,8,1,1,9,0.2,5
458,0,458,2020-09-19,NC,LT,0,T,36,34,1,1,10,0,0,1,1,0,0,0,1,0.0,1,7,2,2,15,0.0,5
459,3,459,2020-09-19,SS,WO,0,B,40,37,7,7,11,3,0,2,2,0,0,0,2,0.0,1,6,2,2,16,0.375,8
460,3,460,2020-09-19,KT,SK,0,T,41,34,5,5,8,0,0,0,1,0,1,1,6,0.0,0,11,1,1,23,0.333333333,9
461,4,461,2020-09-19,HT,HH,0,B,35,29,7,8,10,2,0,0,1,0,2,2,3,0.0,1,4,0,0,12,0.5,8
462,6,462,2020-09-19,Hero,SS,0,T,43,39,8,8,15,3,0,0,2,0,1,1,3,0.0,0,12,0,0,19,0.352941176,17
463,0,463,2020-09-19,SK,KT,0,B,34,30,0,0,3,0,0,0,0,0,0,0,4,0.0,0,6,1,1,14,0.0,5
464,2,464,2020-09-19,LT,NC,0,B,38,30,5,5,7,1,0,2,0,0,0,0,7,0.0,1,8,1,1,15,0.5,4
465,3,465,2020-09-20,NC,LT,1,T,39,35,5,7,10,1,1,0,2,0,1,0,2,0.0,0,6,1,1,10,0.333333333,9
466,2,466,2020-09-20,LG,OB,0,T,38,37,5,5,10,3,1,2,0,0,0,0,1,0.0,0,11,0,0,12,0.333333333,6
467,2,467,2020-09-20,HT,HH,0,B,38,33,3,3,9,1,0,1,0,0,1,1,4,0.0,0,7,1,1,16,0.28571428600000004,7
468,4,468,2020-09-20,Hero,SS,0,T,41,37,6,6,13,2,0,1,0,0,0,0,4,0.0,0,7,3,3,21,0.333333333,12
469,3,469,2020-09-20,OB,LG,0,B,45,31,6,6,9,1,0,1,1,0,0,0,12,0.0,2,6,3,3,26,0.1875,16
470,4,470,2020-09-20,KT,SK,0,T,43,37,10,10,11,2,0,1,2,0,1,1,4,0.0,1,10,0,0,17,0.307692308,13
471,7,471,2020-09-20,HH,HT,0,T,50,40,11,11,16,4,0,1,0,0,2,1,6,0.0,2,10,0,0,20,0.46666666700000003,15
472,8,472,2020-09-20,SS,WO,0,B,48,42,12,14,18,0,0,3,1,0,1,0,5,0.0,0,6,1,1,26,0.380952381,21
473,1,473,2020-09-20,SK,KT,0,B,31,28,1,2,3,1,0,0,0,0,0,0,3,0.0,0,4,3,3,12,0.2,5
474,1,474,2020-09-20,LT,NC,1,B,38,35,1,2,8,1,0,1,0,0,0,0,3,0.0,0,9,1,1,21,0.22899999999999998,10
