G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER
20200826LGSS0,20200826,LG,SS,0,T,0,W,1.0,27.0,139,37,35,9.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0,0.0,1.0,6.0,1,0.0,0.0,1,5,5
20200827HHSS0,20200827,HH,SS,0,B,0,W,0.0,27.0,128,33,32,8.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1.0,6.0,1,1.0,0.0,1,0,0
20200827LGKT0,20200827,LG,KT,0,B,0,W,1.0,27.0,142,35,29,2.0,1.0,0.0,0.0,0.0,0.0,0,0,4.0,0.0,2.0,5.0,0,0.0,0.0,0,0,0
20200827NCOB0,20200827,NC,OB,0,B,0,W,0.0,27.0,151,39,37,13.0,6.0,0.0,0.0,0.0,1.0,0,0,2.0,0.0,0.0,4.0,1,0.0,0.0,1,2,2
20200827SKHT0,20200827,SK,HT,0,B,0,W,1.0,27.0,139,37,33,8.0,2.0,0.0,0.0,0.0,1.0,1,0,2.0,0.0,1.0,12.0,0,0.0,0.0,0,4,4
20200827WOLT0,20200827,WO,LT,0,T,0,W,0.0,27.0,168,43,36,12.0,2.0,0.0,0.0,0.0,0.0,1,1,5.0,0.0,1.0,5.0,2,0.0,0.0,2,6,6
20200827KTLG0,20200827,KT,LG,0,T,0,L,0.0,24.0,122,31,29,6.0,0.0,1.0,0.0,1.0,1.0,0,0,2.0,0.0,0.0,7.0,1,0.0,0.0,1,2,1
20200827SSHH0,20200827,SS,HH,0,T,0,L,0.0,24.0,146,38,33,11.0,1.0,1.0,0.0,0.0,0.0,1,0,4.0,0.0,0.0,3.0,1,0.0,0.0,1,7,7
20200827HTSK0,20200827,HT,SK,0,T,0,L,0.0,24.0,140,42,36,14.0,4.0,0.0,2.0,1.0,0.0,3,1,2.0,0.0,1.0,6.0,0,0.0,0.0,0,10,5
20200827OBNC0,20200827,OB,NC,0,T,0,L,0.0,24.0,163,40,35,13.0,2.0,1.0,1.0,0.0,0.0,0,0,4.0,0.0,1.0,9.0,1,1.0,0.0,1,8,8
20200827LTWO0,20200827,LT,WO,0,B,0,L,0.0,27.0,152,45,40,15.0,5.0,0.0,3.0,2.0,0.0,1,0,3.0,0.0,1.0,2.0,2,0.0,0.0,2,11,9
20200828OBNC0,20200828,OB,NC,0,T,0,W,0.0,27.0,145,39,35,10.0,1.0,1.0,1.0,0.0,0.0,0,0,4.0,0.0,0.0,4.0,1,1.0,0.0,1,4,4
20200828WOLT0,20200828,WO,LT,0,T,0,W,0.0,27.0,129,40,37,12.0,2.0,0.0,2.0,2.0,0.0,0,0,2.0,0.0,1.0,3.0,1,0.0,0.0,1,4,4
20200828LGKT0,20200828,LG,KT,0,B,0,W,0.0,33.0,164,40,36,5.0,1.0,0.0,2.0,1.0,1.0,0,0,3.0,0.0,1.0,13.0,1,0.0,0.0,1,5,5
20200828HTSK0,20200828,HT,SK,0,T,0,W,1.0,27.0,180,44,33,11.0,2.0,2.0,1.0,0.0,1.0,2,0,6.0,0.0,3.0,10.0,2,1.0,0.0,2,8,7
20200828KTLG0,20200828,KT,LG,0,T,0,L,1.0,30.599999999999998,177,47,40,12.0,3.0,0.0,0.0,0.0,0.0,2,1,4.0,1.0,1.0,6.0,2,2.0,0.0,2,6,6
20200828SKHT0,20200828,SK,HT,0,B,0,L,0.0,27.0,193,45,39,13.0,0.0,0.0,4.0,0.0,0.0,2,0,4.0,0.0,0.0,8.0,0,1.0,1.0,0,11,11
20200828NCOB0,20200828,NC,OB,0,B,0,L,0.0,27.0,197,52,46,18.0,1.0,0.0,4.0,0.0,0.0,0,0,4.0,0.0,2.0,4.0,0,0.0,0.0,0,11,11
20200828LTWO0,20200828,LT,WO,0,B,0,L,1.0,27.0,196,44,36,11.0,3.0,0.0,2.0,5.0,1.0,1,1,7.0,1.0,0.0,7.0,0,1.0,0.0,0,8,7
20200829WOSS0,20200829,WO,SS,0,B,0,L,1.0,27.0,142,40,37,10.0,2.0,0.0,0.0,1.0,0.0,1,0,2.0,0.0,0.0,10.0,0,0.0,0.0,0,5,5
20200829SSWO0,20200829,SS,WO,0,T,0,W,0.0,27.0,119,35,30,8.0,2.0,0.0,0.0,0.0,0.0,2,1,3.0,0.0,0.0,3.0,3,0.0,0.0,3,4,4
20200829NCSK0,20200829,NC,SK,0,B,0,W,0.0,27.0,135,37,35,9.0,0.0,0.0,2.0,0.0,0.0,0,0,2.0,0.0,0.0,5.0,1,0.0,0.0,1,5,5
20200829SKNC0,20200829,SK,NC,0,T,0,L,0.0,24.0,153,39,35,14.0,3.0,0.0,2.0,1.0,3.0,0,0,3.0,1.0,1.0,4.0,1,1.0,0.0,1,9,9
20200829HHLT0,20200829,HH,LT,0,T,0,L,0.0,24.0,135,40,33,11.0,3.0,0.0,4.0,1.0,0.0,1,1,6.0,0.0,0.0,5.0,1,1.0,0.0,1,9,9
20200829LGOB0,20200829,LG,OB,0,B,0,D,0.0,27.0,140,38,35,11.0,3.0,0.0,1.0,2.0,1.0,0,0,3.0,0.0,0.0,3.0,0,1.0,0.0,0,5,5
20200829OBLG0,20200829,OB,LG,0,T,0,D,2.0,24.599999999999998,154,38,36,10.0,2.0,0.0,2.0,0.0,0.0,0,0,1.0,0.0,0.0,13.0,0,2.0,0.0,0,5,5
20200830SSWO0,20200830,SS,WO,0,T,0,L,0.0,24.0,178,37,34,11.0,1.0,1.0,0.0,3.0,1.0,0,0,3.0,0.0,0.0,4.0,1,2.0,0.0,1,3,3
20200830HHLT0,20200830,HH,LT,0,T,0,L,0.0,24.0,145,37,34,10.0,3.0,0.0,0.0,2.0,0.0,0,0,3.0,0.0,0.0,6.0,1,1.0,0.0,1,6,2
20200830KTHT0,20200830,KT,HT,0,T,0,W,2.0,51.0,126,38,67,20.0,3.0,0.0,1.0,1.0,0.0,3,1,7.0,0.0,1.0,9.0,2,1.0,0.0,2,12,9
20200830KTHT0,20200830,KT,HT,0,T,0,W,2.0,51.0,126,38,67,20.0,3.0,0.0,1.0,1.0,0.0,3,1,7.0,0.0,1.0,9.0,2,1.0,0.0,2,12,9
20200830WOSS0,20200830,WO,SS,0,B,0,W,1.0,27.0,131,37,34,10.0,0.0,0.0,0.0,2.0,0.0,2,1,1.0,0.0,0.0,5.0,1,0.0,0.0,1,2,2
20200830LTHH0,20200830,LT,HH,0,B,0,W,0.0,27.0,127,35,33,6.0,1.0,0.0,0.0,1.0,0.0,0,0,2.0,0.0,0.0,6.0,0,0.0,0.0,0,2,2
20200830SKNC0,20200830,SK,NC,0,T,0,L,0.0,24.0,139,38,28,7.0,2.0,1.0,0.0,0.0,0.0,2,1,7.0,1.0,1.0,5.0,0,0.0,0.0,0,7,7
20200830LGOB0,20200830,LG,OB,0,B,0,W,1.0,27.0,126,32,31,7.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,1.0,5.0,2,1.0,0.0,2,1,1
20200830NCSK0,20200830,NC,SK,0,B,0,W,4.0,27.0,132,37,33,7.0,1.0,0.0,3.0,0.0,0.0,1,0,3.0,0.0,0.0,7.0,0,0.0,0.0,0,4,4
20200830OBLG0,20200830,OB,LG,0,B,0,L,0.0,24.0,162,37,30,8.0,2.0,0.0,1.0,2.0,0.0,1,0,6.0,1.0,0.0,6.0,1,1.0,0.0,1,4,4
20200901LGSK0,20200901,LG,SK,0,T,0,W,2.0,27.0,166,42,35,10.0,0.0,0.0,0.0,1.0,0.0,1,1,6.0,1.0,0.0,8.0,1,1.0,0.0,1,5,5
20200901OBHH0,20200901,OB,HH,0,B,0,W,0.0,27.0,125,29,29,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9.0,1,0.0,0.0,1,0,0
20200901HTSS0,20200901,HT,SS,0,B,0,W,0.0,27.0,121,31,30,4.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,5.0,2,0.0,0.0,2,0,0
20200901KTLT0,20200901,KT,LT,0,B,0,W,0.0,27.0,153,35,29,6.0,1.0,0.0,0.0,0.0,1.0,0,0,6.0,0.0,0.0,3.0,2,0.0,0.0,2,2,2
20200901NCWO0,20200901,NC,WO,0,T,0,W,3.0,27.0,135,35,33,6.0,2.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,7.0,0,0.0,0.0,0,2,2
20200901HHOB0,20200901,HH,OB,0,T,0,L,0.0,24.0,137,36,33,10.0,2.0,0.0,0.0,1.0,0.0,1,1,2.0,0.0,0.0,5.0,1,1.0,0.0,1,4,3
20200901WONC0,20200901,WO,NC,0,B,0,L,0.0,27.0,160,38,32,10.0,2.0,0.0,1.0,0.0,1.0,2,2,4.0,0.0,0.0,10.0,1,0.0,0.0,1,5,5
20200901SSHT0,20200901,SS,HT,0,T,0,L,0.0,24.0,188,40,31,9.0,2.0,0.0,1.0,0.0,1.0,0,0,9.0,0.0,0.0,9.0,0,0.0,0.0,0,6,6
20200901LTKT0,20200901,LT,KT,0,T,0,L,0.0,24.0,163,41,37,14.0,2.0,0.0,2.0,2.0,0.0,1,0,3.0,0.0,0.0,7.0,1,0.0,0.0,1,11,8
20200901SKLG0,20200901,SK,LG,0,B,0,L,0.0,27.0,193,49,38,11.0,3.0,0.0,3.0,0.0,0.0,2,1,8.0,1.0,1.0,10.0,0,3.0,0.0,0,13,11
20200902WONC0,20200902,WO,NC,0,B,0,W,0.0,27.0,136,38,34,9.0,3.0,0.0,1.0,0.0,0.0,0,0,2.0,0.0,2.0,5.0,2,0.0,0.0,2,4,4
20200902NCWO0,20200902,NC,WO,0,T,0,L,0.0,24.0,164,41,31,7.0,2.0,0.0,0.0,1.0,0.0,0,0,7.0,0.0,3.0,7.0,0,1.0,0.0,0,6,5
20200903SKKT0,20200903,SK,KT,0,T,0,L,0.0,24.0,162,38,34,12.0,3.0,0.0,0.0,1.0,1.0,0,0,4.0,0.0,0.0,6.0,1,1.0,0.0,1,6,6
20200903OBSS0,20200903,OB,SS,0,T,0,L,0.0,24.0,178,41,35,16.0,4.0,1.0,1.0,1.0,1.0,2,1,4.0,0.0,0.0,6.0,2,1.0,0.0,2,11,10
20200903HHWO0,20200903,HH,WO,0,B,0,L,0.0,27.0,168,40,34,9.0,0.0,0.0,1.0,2.0,1.0,1,1,5.0,0.0,0.0,8.0,0,0.0,0.0,0,6,6
20200903LTHT0,20200903,LT,HT,0,B,0,L,0.0,27.0,133,38,36,10.0,1.0,0.0,2.0,0.0,0.0,1,0,1.0,0.0,0.0,7.0,0,0.0,0.0,0,4,4
20200903NCLG0,20200903,NC,LG,0,T,0,L,3.0,24.0,131,35,32,9.0,1.0,0.0,1.0,0.0,1.0,1,0,2.0,0.0,0.0,8.0,2,0.0,0.0,2,6,2
20200903SSOB0,20200903,SS,OB,0,B,0,W,1.0,27.0,143,41,38,10.0,3.0,1.0,3.0,1.0,0.0,0,0,3.0,0.0,0.0,4.0,1,0.0,0.0,1,10,6
20200903LGNC0,20200903,LG,NC,0,B,0,W,0.0,27.0,161,43,40,16.0,2.0,0.0,0.0,3.0,0.0,0,0,2.0,0.0,1.0,11.0,2,0.0,0.0,2,5,5
20200903HTLT0,20200903,HT,LT,0,T,0,W,1.0,27.0,129,33,30,5.0,2.0,0.0,0.0,1.0,1.0,0,0,2.0,0.0,1.0,6.0,1,1.0,0.0,1,3,3
20200903WOHH0,20200903,WO,HH,0,T,0,W,2.0,27.0,157,44,38,11.0,2.0,0.0,1.0,0.0,1.0,0,0,4.0,0.0,2.0,8.0,0,1.0,0.0,0,5,3
20200903KTSK0,20200903,KT,SK,0,B,0,W,0.0,27.0,126,37,32,8.0,1.0,0.0,0.0,1.0,0.0,0,0,5.0,0.0,0.0,2.0,2,0.0,0.0,2,2,2
20200904NCLG0,20200904,NC,LG,0,T,0,D,3.0,36.0,222,57,46,13.0,3.0,1.0,0.0,2.0,0.0,2,0,8.0,1.0,1.0,14.0,0,1.0,0.0,0,5,5
20200904LGNC0,20200904,LG,NC,0,B,0,D,0.0,36.0,235,55,46,13.0,1.0,0.0,0.0,3.0,1.0,2,1,4.0,1.0,3.0,15.0,0,2.0,0.0,0,5,5
20200904OBSS0,20200904,OB,SS,0,T,0,L,0.0,24.0,191,48,37,16.0,3.0,0.0,2.0,1.0,0.0,2,2,9.0,0.0,0.0,3.0,2,2.0,0.0,2,12,11
20200904WOHH0,20200904,WO,HH,0,T,0,L,0.0,24.0,174,40,30,10.0,1.0,0.0,0.0,0.0,1.0,3,0,7.0,0.0,0.0,7.0,0,1.0,0.0,0,7,7
20200904SSOB0,20200904,SS,OB,0,B,0,W,0.0,27.0,160,38,32,8.0,1.0,0.0,0.0,0.0,0.0,1,1,5.0,0.0,0.0,12.0,2,1.0,0.0,2,5,5
20200904HHWO0,20200904,HH,WO,0,B,0,W,1.0,27.0,147,36,32,6.0,1.0,0.0,0.0,2.0,0.0,0,0,4.0,0.0,0.0,8.0,0,0.0,0.0,0,1,1
20200905SKOB0,20200905,SK,OB,0,T,0,L,0.0,24.0,159,38,29,6.0,1.0,0.0,0.0,0.0,1.0,0,0,9.0,0.0,0.0,5.0,0,0.0,0.0,0,5,5
20200905WOKT0,20200905,WO,KT,0,B,0,L,0.0,27.0,183,44,37,11.0,1.0,0.0,2.0,0.0,0.0,1,0,5.0,0.0,1.0,8.0,0,1.0,0.0,0,8,8
20200905HHHT0,20200905,HH,HT,0,B,0,L,0.0,27.0,156,44,36,13.0,4.0,0.0,0.0,0.0,1.0,1,0,6.0,0.0,0.0,5.0,1,1.0,0.0,1,5,5
20200905KTWO0,20200905,KT,WO,0,T,0,W,0.0,27.0,120,32,32,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7.0,0,0.0,0.0,0,1,1
20200905OBSK0,20200905,OB,SK,0,B,0,W,0.0,27.0,117,32,30,5.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0,0.0,1.0,7.0,1,0.0,0.0,1,1,1
20200905HTHH0,20200905,HT,HH,0,T,0,W,2.0,27.0,141,37,33,8.0,2.0,0.0,1.0,0.0,0.0,1,1,3.0,0.0,0.0,11.0,1,1.0,0.0,1,4,4
20200906SKOB0,20200906,SK,OB,0,T,0,L,0.0,24.0,165,43,38,14.0,2.0,0.0,2.0,0.0,0.0,0,0,5.0,0.0,0.0,3.0,0,2.0,0.0,0,10,9
20200906NCSS0,20200906,NC,SS,0,T,0,L,0.0,24.0,147,36,34,10.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,5.0,0,0.0,0.0,0,5,5
20200906HHHT0,20200906,HH,HT,0,B,0,L,0.0,27.0,167,41,35,10.0,5.0,0.0,1.0,0.0,1.0,2,1,3.0,0.0,1.0,9.0,0,0.0,0.0,0,8,7
20200906WOKT0,20200906,WO,KT,0,B,0,L,0.0,27.0,187,45,38,12.0,2.0,0.0,0.0,0.0,0.0,1,1,4.0,1.0,1.0,6.0,1,0.0,0.0,1,8,7
20200906LTLG0,20200906,LT,LG,0,B,0,L,0.0,27.0,163,44,42,14.0,4.0,0.0,2.0,0.0,0.0,1,0,1.0,1.0,0.0,8.0,0,0.0,0.0,0,7,5
20200906OBSK0,20200906,OB,SK,0,B,0,W,0.0,27.0,111,33,31,3.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,7.0,0,0.0,0.0,0,0,0
20200906HTHH0,20200906,HT,HH,0,T,0,W,0.0,27.0,148,36,36,10.0,1.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,13.0,0,1.0,0.0,0,4,4
20200906SSNC0,20200906,SS,NC,0,B,0,W,0.0,27.0,130,33,31,5.0,0.0,0.0,1.0,0.0,0.0,0,0,2.0,0.0,0.0,10.0,1,0.0,0.0,1,3,3
20200906LGLT0,20200906,LG,LT,0,T,0,W,1.0,27.0,121,33,29,3.0,1.0,0.0,0.0,0.0,0.0,0,0,4.0,0.0,0.0,4.0,1,0.0,0.0,1,1,1
20200906KTWO0,20200906,KT,WO,0,T,0,W,2.0,27.0,38,38,34,9.0,2.0,0.0,2.0,0.0,1.0,0,0,3.0,0.0,1.0,10.0,1,0.0,0.0,1,7,7
20200907LTLG0,20200907,LT,LG,0,T,0,W,0.0,27.0,181,43,40,16.0,2.0,0.0,1.0,0.0,0.0,0,0,3.0,0.0,0.0,9.0,2,0.0,0.0,2,6,5
20200907LGLT0,20200907,LG,LT,0,B,0,L,0.0,24.0,172,45,39,16.0,6.0,0.0,2.0,0.0,0.0,0,0,5.0,0.0,1.0,4.0,1,0.0,0.0,1,12,12
20200908SKWO0,20200908,SK,WO,0,B,0,L,1.0,27.0,196,49,43,17.0,4.0,0.0,5.0,0.0,0.0,0,0,6.0,0.0,0.0,7.0,1,1.0,0.0,1,16,16
20200908LTNC0,20200908,LT,NC,0,T,0,L,0.0,24.0,168,46,42,17.0,5.0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,1.0,6.0,0,1.0,0.0,0,14,10
20200908KTOB0,20200908,KT,OB,0,T,0,L,0.0,24.0,132,39,36,12.0,7.0,0.0,1.0,0.0,0.0,0,0,3.0,0.0,0.0,5.0,0,2.0,0.0,0,8,8
20200908LGHT0,20200908,LG,HT,0,T,0,L,0.0,24.0,124,34,31,7.0,4.0,0.0,0.0,0.0,0.0,0,0,3.0,1.0,0.0,5.0,1,0.0,0.0,1,3,1
20200908SSHH0,20200908,SS,HH,0,B,0,L,0.0,30.0,173,43,36,10.0,2.0,0.0,0.0,0.0,0.0,4,2,3.0,0.0,0.0,9.0,0,0.0,0.0,0,4,4
20200908NCLT0,20200908,NC,LT,0,B,0,W,0.0,27.0,149,38,33,6.0,1.0,0.0,0.0,1.0,0.0,0,0,5.0,0.0,0.0,6.0,0,1.0,0.0,0,2,2
20200908HTLG0,20200908,HT,LG,0,B,0,W,1.0,27.0,160,43,35,11.0,3.0,1.0,0.0,0.0,0.0,0,0,6.0,0.0,2.0,3.0,2,1.0,0.0,2,2,2
20200908HHSS0,20200908,HH,SS,0,T,0,W,0.0,30.0,173,40,36,7.0,1.0,0.0,0.0,2.0,0.0,1,0,3.0,0.0,0.0,6.0,0,0.0,0.0,0,2,2
20200908OBKT0,20200908,OB,KT,0,B,0,W,0.0,27.0,157,38,33,6.0,1.0,0.0,0.0,0.0,1.0,0,0,5.0,0.0,0.0,7.0,0,1.0,0.0,0,0,0
20200908WOSK0,20200908,WO,SK,0,T,0,W,1.0,27.0,186,51,45,16.0,4.0,0.0,3.0,0.0,0.0,1,0,4.0,0.0,1.0,8.0,0,0.0,0.0,0,15,12
20200909SKWO0,20200909,SK,WO,0,B,0,L,0.0,27.0,238,53,35,11.0,2.0,0.0,1.0,3.0,0.0,2,2,16.0,0.0,0.0,5.0,3,0.0,0.0,3,13,11
20200909KTOB0,20200909,KT,OB,0,T,0,W,0.0,33.0,161,46,41,10.0,2.0,0.0,0.0,1.0,0.0,2,1,3.0,0.0,0.0,6.0,0,0.0,0.0,0,2,2
20200909WOSK0,20200909,WO,SK,0,T,0,W,1.0,27.0,135,37,35,9.0,1.0,0.0,2.0,0.0,0.0,0,0,2.0,0.0,0.0,3.0,2,0.0,0.0,2,4,4
20200909LTNC0,20200909,LT,NC,0,T,0,W,2.0,30.0,194,47,42,11.0,4.0,1.0,1.0,1.0,0.0,0,0,5.0,1.0,0.0,9.0,1,1.0,0.0,1,5,5
20200909OBKT0,20200909,OB,KT,0,B,0,L,0.0,33.0,179,43,38,5.0,0.0,0.0,1.0,1.0,0.0,1,0,4.0,0.0,0.0,13.0,0,1.0,0.0,0,4,3
20200909NCLT0,20200909,NC,LT,0,B,0,L,0.0,30.0,184,48,36,8.0,3.0,0.0,0.0,0.0,0.0,2,0,8.0,0.0,2.0,7.0,0,1.0,0.0,0,7,7
20200910LGWO0,20200910,LG,WO,0,B,0,W,1.0,27.0,136,36,32,6.0,1.0,0.0,1.0,0.0,0.0,1,0,3.0,0.0,0.0,7.0,0,0.0,0.0,0,1,1
20200910SKHH0,20200910,SK,HH,0,T,0,W,0.0,27.0,127,34,30,5.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,1.0,9.0,2,1.0,0.0,2,1,1
20200910OBHT0,20200910,OB,HT,0,T,0,W,2.0,27.0,162,36,32,7.0,0.0,1.0,1.0,0.0,2.0,0,0,4.0,0.0,0.0,7.0,0,1.0,0.0,0,4,4
20200910LTSS0,20200910,LT,SS,0,B,0,W,0.0,27.0,147,41,37,10.0,5.0,0.0,0.0,0.0,0.0,1,0,3.0,0.0,0.0,6.0,0,1.0,0.0,0,8,8
20200910NCKT0,20200910,NC,KT,0,B,0,W,2.0,27.0,126,37,32,8.0,0.0,1.0,4.0,0.0,0.0,1,1,1.0,0.0,3.0,7.0,1,0.0,0.0,1,8,8
20200910WOLG0,20200910,WO,LG,0,T,0,L,0.0,24.0,149,40,35,10.0,2.0,0.0,1.0,0.0,0.0,0,0,5.0,0.0,0.0,7.0,0,0.0,0.0,0,6,4
20200910HTOB0,20200910,HT,OB,0,B,0,L,0.0,27.0,174,42,36,9.0,0.0,0.0,0.0,2.0,0.0,0,0,6.0,0.0,0.0,9.0,0,0.0,0.0,0,5,5
20200910HHSK0,20200910,HH,SK,0,B,0,L,0.0,27.0,153,41,36,9.0,1.0,0.0,1.0,1.0,0.0,0,0,4.0,0.0,1.0,5.0,0,0.0,0.0,0,5,5
20200910KTNC0,20200910,KT,NC,0,T,0,L,0.0,24.0,176,46,36,13.0,3.0,0.0,3.0,0.0,0.0,1,1,8.0,0.0,1.0,4.0,0,2.0,0.0,0,13,12
20200910SSLT0,20200910,SS,LT,0,T,0,L,1.0,24.0,200,50,45,21.0,3.0,0.0,2.0,0.0,0.0,0,0,5.0,0.0,0.0,6.0,0,0.0,0.0,0,13,13
20200911KTNC0,20200911,KT,NC,0,T,0,L,0.0,24.0,154,40,37,13.0,4.0,0.0,3.0,2.0,0.0,0,0,3.0,0.0,0.0,7.0,0,1.0,0.0,0,9,9
20200911SSLT0,20200911,SS,LT,0,T,0,L,0.0,24.0,182,45,37,14.0,2.0,0.0,1.0,0.0,0.0,0,0,8.0,0.0,0.0,8.0,1,1.0,0.0,1,12,12
20200911LGWO0,20200911,LG,WO,0,B,0,L,0.0,27.0,130,41,38,13.0,3.0,1.0,0.0,1.0,0.0,1,0,0.0,0.0,2.0,4.0,1,0.0,0.0,1,8,8
20200911HHSK0,20200911,HH,SK,0,B,0,L,0.0,27.0,139,36,33,8.0,3.0,0.0,0.0,0.0,1.0,1,1,2.0,0.0,0.0,5.0,0,1.0,0.0,0,4,3
20200911WOLG0,20200911,WO,LG,0,T,0,W,0.0,27.0,153,38,33,8.0,1.0,0.0,0.0,1.0,0.0,2,2,3.0,0.0,0.0,11.0,0,0.0,0.0,0,2,2
20200911SKHH0,20200911,SK,HH,0,T,0,W,1.0,27.0,162,38,34,6.0,1.0,0.0,0.0,0.0,0.0,0,0,4.0,0.0,0.0,12.0,1,1.0,0.0,1,3,3
20200911NCKT0,20200911,NC,KT,0,B,0,W,0.0,27.0,153,38,31,6.0,0.0,1.0,1.0,0.0,0.0,1,0,5.0,0.0,1.0,10.0,1,0.0,1.0,1,1,1
20200911LTSS0,20200911,LT,SS,0,B,0,W,0.0,27.0,162,38,36,8.0,0.0,0.0,2.0,0.0,0.0,1,1,1.0,0.0,0.0,9.0,0,0.0,0.0,0,4,3
20200912OBWO0,20200912,OB,WO,0,T,0,L,0.0,24.0,141,36,31,9.0,2.0,0.0,0.0,0.0,1.0,1,0,3.0,0.0,1.0,6.0,0,0.0,0.0,0,2,2
20200912NCHT0,20200912,NC,HT,0,B,0,L,0.0,27.0,188,48,40,14.0,5.0,0.0,2.0,0.0,0.0,0,0,6.0,0.0,2.0,2.0,0,0.0,0.0,0,11,10
20200912HHKT0,20200912,HH,KT,0,T,0,L,0.0,24.0,160,38,31,9.0,1.0,0.0,0.0,3.0,0.0,1,1,5.0,0.0,1.0,3.0,0,1.0,0.0,0,5,5
20200912LGSS0,20200912,LG,SS,0,B,0,L,0.0,27.0,151,36,32,7.0,0.0,1.0,2.0,1.0,1.0,0,0,4.0,0.0,0.0,8.0,1,0.0,0.0,1,5,5
20200912LTSK0,20200912,LT,SK,0,T,0,L,0.0,24.0,125,32,29,5.0,1.0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,0.0,2.0,1,1.0,0.0,1,2,1
20200912HTNC0,20200912,HT,NC,0,T,0,W,0.0,27.0,155,35,32,6.0,1.0,0.0,1.0,1.0,0.0,0,0,3.0,0.0,0.0,7.0,0,1.0,0.0,0,3,3
20200912KTHH0,20200912,KT,HH,0,B,0,W,2.0,27.0,126,36,35,7.0,0.0,0.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,10.0,0,0.0,0.0,0,2,2
20200912SSLG0,20200912,SS,LG,0,T,0,W,0.0,27.0,122,30,29,2.0,0.0,0.0,1.0,1.0,0.0,0,0,1.0,0.0,0.0,6.0,0,0.0,0.0,0,1,1
20200912SKLT0,20200912,SK,LT,0,B,0,W,2.0,27.0,145,36,30,6.0,0.0,0.0,0.0,0.0,1.0,1,1,5.0,0.0,0.0,6.0,1,0.0,0.0,1,1,1
20200912WOOB0,20200912,WO,OB,0,B,0,W,2.0,27.0,123,31,29,4.0,1.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,8.0,2,0.0,0.0,2,0,0
20200913HHKT0,20200913,HH,KT,0,T,0,L,4.0,24.599999999999998,154,39,33,12.0,1.0,0.0,0.0,0.0,0.0,3,2,3.0,0.0,0.0,11.0,2,0.0,0.0,2,5,5
20200913WOOB0,20200913,WO,OB,0,B,0,D,0.0,36.0,223,56,48,15.0,2.0,0.0,0.0,0.0,2.0,1,1,7.0,0.0,0.0,7.0,0,0.0,0.0,0,6,5
20200913LGSS0,20200913,LG,SS,0,B,0,L,0.0,27.0,191,51,42,18.0,1.0,1.0,1.0,2.0,0.0,4,2,5.0,0.0,0.0,5.0,0,2.0,0.0,0,11,9
20200913OBWO0,20200913,OB,WO,0,T,0,D,2.0,36.0,242,60,49,13.0,1.0,0.0,0.0,2.0,0.0,0,0,10.0,1.0,1.0,15.0,0,1.0,0.0,0,6,6
20200913LTSK0,20200913,LT,SK,0,T,0,L,0.0,24.0,96,29,27,4.0,0.0,0.0,2.0,1.0,0.0,0,0,1.0,0.0,1.0,5.0,1,0.0,0.0,1,3,3
20200913NCHT0,20200913,NC,HT,0,B,0,L,0.0,27.0,150,38,33,10.0,1.0,0.0,0.0,0.0,2.0,2,1,3.0,0.0,0.0,5.0,1,0.0,0.0,1,4,4
20200913KTHH0,20200913,KT,HH,0,B,0,W,0.0,27.0,166,39,30,6.0,1.0,0.0,0.0,2.0,1.0,2,1,5.0,0.0,2.0,6.0,0,0.0,0.0,0,4,3
20200913SKLT0,20200913,SK,LT,0,B,0,W,2.0,27.0,126,36,29,5.0,0.0,0.0,0.0,0.0,0.0,1,1,5.0,0.0,1.0,1.0,2,0.0,0.0,2,1,1
20200913SSLG0,20200913,SS,LG,0,T,1,W,0.0,27.0,110,32,31,4.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,10.0,0,0.0,0.0,0,0,0
20200913HTNC0,20200913,HT,NC,0,T,0,W,2.0,27.0,156,41,32,8.0,0.0,0.0,0.0,3.0,1.0,3,1,4.0,0.0,2.0,6.0,0,1.0,0.0,0,3,3
20200915LTWO0,20200915,LT,WO,0,T,0,W,1.0,27.0,190,46,38,11.0,1.0,0.0,0.0,0.0,0.0,0,0,7.0,0.0,1.0,7.0,1,1.0,0.0,1,5,5
